id,genre,score,year
108,Comedy,6.9,1987
108,Action,6.5,1987
108,Action,3.7,1987
108,Comedy,6.5,1987
108,Comedy,7.6,1987
108,Comedy,7.7,1987
108,Comedy,6.6,1987
109,Action,6.8,1987
109,Action,6.7,1987
109,Action,5.8,1987
109,Biography,7.7,1987
109,Crime,6.4,1987
109,Comedy,6.1,1987
109,Biography,6.9,1987
109,Comedy,5.1,1987
109,Action,7,1987
109,Horror,6.7,1987
110,Drama,8,1987
110,Drama,7.7,1987
110,Comedy,7.2,1987
110,Comedy,6,1987
110,Fantasy,6.1,1987
110,Comedy,5,1987
110,Horror,6.8,1987
110,Comedy,6.1,1987
110,Drama,5.7,1987
110,Comedy,6.7,1987
111,Comedy,6.6,1987
111,Comedy,6,1987
111,Comedy,6.3,1987
111,Comedy,6.2,1987
111,Comedy,3.4,1987
111,Comedy,6.3,1987
111,Biography,7.5,1987
111,Fantasy,6.1,1987
111,Comedy,5.5,1987
111,Comedy,5.8,1987
112,Action,6.7,1987
112,Action,5.6,1987
112,Horror,7,1987
112,Crime,6.4,1987
112,Comedy,7.2,1987
112,Fantasy,5.5,1987
112,Comedy,6,1987
112,Drama,8,1987
112,Comedy,6.5,1987
112,Comedy,7.3,1987
113,Crime,6.1,1987
113,Action,4.5,1987
113,Comedy,4.8,1987
113,Action,6.6,1987
113,Drama,7.8,1987
113,Adventure,2.6,1987
113,Comedy,7.5,1987
113,Comedy,7.4,1987
113,Comedy,6.1,1987
113,Comedy,7.1,1987
114,Action,5,1987
114,Action,6.5,1987
114,Crime,6.1,1987
114,Comedy,5.4,1987
114,Action,5.4,1987
114,Crime,7.3,1987
114,Biography,7.4,1987
114,Action,5.9,1987
114,Action,5.2,1987
114,Comedy,5.3,1987
115,Comedy,5.9,1987
115,Crime,6.1,1987
115,Comedy,6,1987
115,Drama,6.7,1987
115,Comedy,4.8,1987
115,Action,6.6,1987
115,Drama,7.9,1987
115,Drama,7.8,1987
115,Crime,6.6,1987
115,Thriller,6.6,1987
116,Animation,7.2,1987
116,Comedy,4.2,1987
116,Horror,5.7,1987
116,Comedy,6.4,1987
116,Adventure,6.2,1987
116,Comedy,6.4,1987
116,Action,6.5,1987
116,Comedy,5.7,1987
116,Comedy,4.7,1987
116,Action,6.1,1987
117,Comedy,5.4,1987
117,Drama,6.9,1987
117,Comedy,6.2,1987
117,Comedy,5.2,1987
117,Action,5.1,1987
117,Comedy,6.6,1987
117,Drama,5.9,1987
117,Drama,5.6,1987
117,Crime,5.8,1987
117,Comedy,6.8,1987
118,Animation,7.1,1987
118,Crime,6.4,1987
118,Horror,5.1,1987
118,Thriller,6.1,1987
118,Drama,7.3,1987
118,Biography,7.3,1987
118,Action,6.3,1987
118,Action,4.9,1987
118,Comedy,7.2,1987
118,Action,6.3,1987
,Crime,5.3,1987
,Drama,6.2,1987
,Action,5.4,1987
,Horror,3.8,1987
,Horror,4,1987
,Horror,5.1,1987
,Horror,4.3,1987
,Action,5.4,1987
,Drama,5.6,1987
,Action,2.2,1987
,Comedy,7.6,1987
,Crime,6.3,1987
,Horror,6.2,1987
,Comedy,5.8,1987
,Comedy,7,1987
,Drama,7.3,1987
,Drama,6.4,1987
,Drama,6.6,1987
,Comedy,7.6,1987
,Comedy,4.8,1987
,Comedy,5.7,1987
,Biography,6.6,1987
,Action,5.7,1987
,Comedy,5.4,1987
,Comedy,4.3,1987
,Action,5.7,1987
,Comedy,5.3,1987
,Drama,5.7,1987
,Drama,6.2,1987
,Adventure,5.1,1987
,Comedy,4.6,1987
,Crime,6.2,1987
,Crime,6.2,1987
,Action,4.7,1987
,Comedy,5.5,1987
,Comedy,6.4,1987
,Action,4.5,1987
,Drama,5.3,1987
,Drama,7.3,1987
,Drama,7.4,1987
,Drama,7,1987
,Comedy,6.1,1987
,Comedy,6.2,1987
,Comedy,5.4,1987
,Comedy,7,1987
,Drama,5.9,1987
,Drama,6.7,1987
,Drama,5.9,1987
,Comedy,5,1987
,Horror,6.7,1987
,Drama,6.5,1987
,Comedy,7.4,1987
,Comedy,5.2,1987
,Horror,5.6,1987
,Drama,5.6,1987
,Drama,5.6,1987
,Drama,5.4,1987
,Comedy,6.2,1987
,Action,4.9,1987
,Action,4.5,1987
,Comedy,5.1,1987
,Drama,7.1,1987
,Drama,6.5,1987
,Action,8.2,1988
,Action,7.5,1988
,Comedy,7.5,1988
,Comedy,7.3,1988
,Drama,8,1988
,Crime,7.7,1988
,Action,7.3,1988
,Action,7.3,1988
,Action,5.6,1988
,Comedy,7.2,1988
,Comedy,7.1,1988
,Animation,7.7,1988
,Comedy,6.3,1988
,Animation,8,1988
,Drama,8.5,1988
,Crime,7.8,1988
,Fantasy,6.6,1988
,Comedy,6.1,1988
,Comedy,7.6,1988
,Comedy,6.6,1988
,Comedy,5.9,1988
,Animation,8.2,1988
,Action,6.9,1988
,Comedy,7.5,1988
,Comedy,6.8,1988
,Action,6.8,1988
,Drama,7.5,1988
,Comedy,6.2,1988
,Animation,7.4,1988
,Action,5.8,1988
,Crime,7.2,1988
,Drama,7.6,1988
,Comedy,5.4,1988
,Comedy,7,1988
,Drama,7.3,1988
,Comedy,7.1,1988
,Adventure,7.6,1988
,Drama,7.3,1988
,Horror,6.5,1988
,Animation,6.7,1988
,Drama,5.1,1988
,Comedy,6.9,1988
,Action,6.1,1988
,Horror,5.7,1988
,Drama,6.8,1988
,Adventure,7.2,1988
,Comedy,6.2,1988
,Horror,5.9,1988
,Comedy,6.6,1988
,Adventure,3.4,1988
,Action,6,1988
,Comedy,7,1988
,Action,6.3,1988
,Action,6.6,1988
,Fantasy,6.2,1988
,Comedy,7.4,1988
,Horror,5.3,1988
,Comedy,6.3,1988
,Horror,6.5,1988
,Crime,6.9,1988
,Action,6.7,1988
,Comedy,5.4,1988
,Biography,6.9,1988
,Comedy,5.9,1988
,Comedy,5.8,1988
,Comedy,6,1988
,Comedy,5.8,1988
,Adventure,5.9,1988
,Drama,7.2,1988
,Biography,7.3,1988
,Action,6,1988
,Comedy,7.6,1988
,Comedy,5.9,1988
,Comedy,4.6,1988
,Crime,6.1,1988
,Comedy,6.2,1988
,Comedy,6.6,1988
,Comedy,6.4,1988
,Adventure,5.4,1988
,Horror,4.7,1988
,Comedy,6.2,1988
,Comedy,6.2,1988
,Crime,7,1988
,Comedy,5.9,1988
,Comedy,3.8,1988
,Comedy,6,1988
,Comedy,4.6,1988
,Action,5.5,1988
,Comedy,5.7,1988
,Fantasy,6.5,1988
,Comedy,5.5,1988
,Action,6,1988
,Comedy,6.4,1988
,Drama,6.2,1988
,Drama,5.9,1988
,Comedy,8.2,1988
,Drama,6.1,1988
,Action,6.5,1988
,Biography,6.9,1988
,Action,5.4,1988
,Drama,5.7,1988
,Action,6.8,1988
,Adventure,7.3,1988
,Fantasy,6.7,1988
,Biography,7,1988
,Action,6.3,1988
,Crime,6.3,1988
,Action,7,1988
,Comedy,5.9,1988
,Adventure,5.1,1988
,Comedy,5.9,1988
,Crime,6.2,1988
,Comedy,5.8,1988
,Comedy,5.5,1988
,Action,6,1988
,Drama,7.3,1988
,Comedy,4.9,1988
,Adventure,7.7,1988
,Comedy,6.9,1988
,Comedy,5.7,1988
,Comedy,5.9,1988
,Drama,5.1,1988
,Drama,6.5,1988
,Comedy,5,1988
,Crime,5.9,1988
,Biography,7.2,1988
,Drama,6.7,1988
,Crime,8,1988
,Comedy,5.2,1988
,Comedy,5.9,1988
,Adventure,6.6,1988
,Comedy,6.2,1988
,Comedy,4.3,1988
,Comedy,7.4,1988
,Drama,6,1988
,Biography,7.3,1988
,Comedy,7.7,1988
,Adventure,5.7,1988
,Romance,6,1988
,Mystery,6.2,1988
,Action,4.9,1988
,Action,5.2,1988
,Comedy,7.2,1988
,Action,5.4,1988
,Drama,6.6,1988
,Horror,5,1988
,Comedy,4.9,1988
,Comedy,5.8,1988
,Drama,5.8,1988
,Comedy,4.6,1988
,Action,5.5,1988
,Comedy,5.7,1988
,Drama,7.3,1988
,Comedy,5.8,1988
,Comedy,7,1988
,Horror,5.6,1988
,Drama,7.3,1988
,Drama,6.7,1988
,Crime,5.7,1988
,Crime,6.4,1988
,Horror,5.4,1988
,Crime,6.2,1988
,Drama,5.4,1988
,Comedy,5.9,1988
,Action,5.7,1988
,Drama,6.7,1988
,Comedy,6.9,1988
,Comedy,7,1988
,Crime,5.5,1988
,Comedy,4.4,1988
,Action,6,1988
,Comedy,5.1,1988
,Drama,6.8,1988
,Drama,6.2,1988
,Comedy,5.7,1988
,Drama,6.7,1988
,Comedy,5.4,1988
,Action,3.8,1988
,Thriller,4.9,1988
,Drama,5.4,1988
,Drama,5.8,1988
,Biography,6.3,1988
,Drama,6.6,1988
,Crime,5.7,1988
,Drama,7.3,1988
,Drama,5.4,1988
,Drama,5.4,1988
,Drama,6.4,1988
,Action,5.3,1988
,Comedy,4.2,1988
,Drama,5.9,1988
,Drama,7.4,1988
,Comedy,5.6,1988
,Comedy,5.4,1988
,Comedy,6,1988
,Biography,6.5,1988
,Action,6.2,1988
,Comedy,5.7,1988
,Drama,7,1988
,Drama,5.7,1988
,Action,8.2,1989
,Action,6.6,1989
,Action,7.5,1989
,Adventure,7,1989
,Drama,7.5,1989
,Comedy,8.1,1989
,Animation,7.6,1989
,Adventure,7.5,1989
,Adventure,7.8,1989
,Comedy,8,1989
,Adventure,6.4,1989
,Comedy,6.2,1989
,Adventure,6.4,1989
,Action,5.3,1989
,Drama,7.2,1989
,Comedy,7.6,1989
,Comedy,7.2,1989
,Comedy,7.3,1989
,Fantasy,6.6,1989
,Comedy,7,1989
,Action,6.6,1989
,Action,6.4,1989
,Biography,7.2,1989
,Biography,7.8,1989
,Comedy,7,1989
,Action,7.2,1989
,Comedy,7.6,1989
,Comedy,6.9,1989
,Comedy,7.3,1989
,Action,6.6,1989
,Comedy,7.2,1989
,Comedy,6.1,1989
,Action,6.4,1989
,Crime,7.6,1989
,Action,6.2,1989
,Comedy,6.9,1989
,Action,7.1,1989
,Action,6.4,1989
,Biography,7.9,1989
,Comedy,6.8,1989
,Drama,4.6,1989
,Adventure,6.1,1989
,Adventure,6.1,1989
,Comedy,7,1989
,Comedy,5.9,1989
,Action,5.5,1989
,Comedy,7,1989
,Animation,6.8,1989
,Action,5.1,1989
,Drama,6.4,1989
,Adventure,5.8,1989
,Action,6.4,1989
,Horror,6.8,1989
,Action,6.5,1989
,Action,6.6,1989
,Adventure,5.8,1989
,Drama,7.4,1989
,Crime,7.3,1989
,Fantasy,5.1,1989
,Comedy,5.8,1989
,Horror,5.1,1989
,Action,5.4,1989
,Crime,6.8,1989
,Comedy,6.1,1989
,Action,6,1989
,Drama,7.4,1989
,Action,7.5,1989
,Comedy,5.4,1989
,Adventure,4.6,1989
,Comedy,6.1,1989
,Drama,7,1989
,Drama,6.5,1989
,Comedy,6.9,1989
,Comedy,5.5,1989
,Action,5.8,1989
,Drama,5.1,1989
,Comedy,5.6,1989
,Comedy,7.6,1989
,Biography,6,1989
,Action,6.2,1989
,Action,6.3,1989
,Comedy,6.1,1989
,Biography,5.6,1989
,Comedy,6.2,1989
,Comedy,7.9,1989
,Action,6.5,1989
,Comedy,6.8,1989
,Comedy,6.1,1989
,Action,6.3,1989
,Comedy,6.9,1989
,Drama,5.8,1989
,Comedy,6.5,1989
,Comedy,6.5,1989
,Drama,6.8,1989
,Animation,7.1,1989
,Action,5.5,1989
,Biography,6.2,1989
,Comedy,6.4,1989
,Comedy,6.3,1989
,Action,6.4,1989
,Action,4.7,1989
,Action,5.6,1989
,Comedy,6.1,1989
,Crime,6.1,1989
,Comedy,5.9,1989
,Action,6,1989
,Biography,6.5,1989
,Comedy,4.4,1989
,Comedy,5.8,1989
,Action,6.5,1989
,Action,5.4,1989
,Action,6.2,1989
,Action,5.4,1989
,Action,4.4,1989
,Crime,5.7,1989
,Comedy,4.3,1989
,Biography,6.3,1989
,Horror,5.7,1989
,Drama,6.2,1989
,Comedy,6.2,1989
,Comedy,6.1,1989
,Drama,6.3,1989
,Comedy,6.3,1989
,Action,4.5,1989
,Comedy,6.9,1989
,Drama,6,1989
,Comedy,5.5,1989
,Drama,7.6,1989
,Animation,5.6,1989
,Drama,5.2,1989
,Comedy,6.5,1989
,Drama,7,1989
,Drama,5.5,1989
,Comedy,4.8,1989
,Biography,6.8,1989
,Comedy,7.3,1989
,Crime,6.7,1989
,Horror,5,1989
,Comedy,6.2,1989
,Action,5.1,1989
,Action,6.1,1989
,Crime,7.4,1989
,Drama,6.1,1989
,Action,7.2,1989
,Action,5.4,1989
,Drama,6.9,1989
,Comedy,6.8,1989
,Drama,5.3,1989
,Comedy,6,1989
,Drama,6.1,1989
,Biography,3.7,1989
,Drama,6,1989
,Drama,7.5,1989
,Action,4.8,1989
,Horror,5.5,1989
,Action,6.3,1989
,Comedy,5.7,1989
,Action,5,1989
,Comedy,7.1,1989
,Comedy,6,1989
,Horror,4.8,1989
,Action,6.3,1989
,Drama,5.8,1989
,Fantasy,6,1989
,Drama,6,1989
,Drama,5.9,1989
,Drama,6.2,1989
,Comedy,6.6,1989
,Action,3.6,1989
,Crime,5.1,1989
,Comedy,5.8,1989
,Horror,5.2,1989
,Adventure,4.8,1989
,Comedy,5.8,1989
,Crime,4.5,1989
,Adventure,5.8,1989
,Crime,5.9,1989
,Adventure,6,1989
,Crime,7.6,1989
,Drama,6.4,1989
,Comedy,6.8,1989
,Comedy,6.4,1989
,Comedy,4.8,1989
,Comedy,5.4,1989
,Comedy,5.5,1989
,Action,4.4,1989
,Action,4.3,1989
,Comedy,6.2,1989
,Comedy,4.5,1989
,Comedy,3.1,1989
,Crime,4.9,1989
,Biography,7.2,1989
,Drama,6.9,1989
,Comedy,5.8,1989
,Comedy,6,1989
,Comedy,4.4,1989
,Comedy,5.6,1989
,Comedy,5,1989
,Adventure,6.1,1989
,Action,5.5,1989
,Biography,8.7,1990
,Crime,7.6,1990
,Action,7.5,1990
,Comedy,7,1990
,Comedy,7.6,1990
,Drama,7.1,1990
,Adventure,8,1990
,Comedy,7.1,1990
,Action,7.1,1990
,Drama,7.8,1990
,Action,6.2,1990
,Comedy,5.6,1990
,Action,6.8,1990
,Drama,7.9,1990
,Action,7.6,1990
,Action,6.1,1990
,Biography,7.8,1990
,Drama,6,1990
,Comedy,7.2,1990
,Action,6.3,1990
,Action,5.8,1990
,Adventure,6.9,1990
,Drama,7.5,1990
,Adventure,7.4,1990
,Action,6.4,1990
,Crime,6.4,1990
,Comedy,6.5,1990
,Mystery,6.9,1990
,Comedy,6.4,1990
,Action,6.1,1990
,Crime,7,1990
,Comedy,6.4,1990
,Drama,5.3,1990
,Action,6.5,1990
,Crime,7.7,1990
,Action,6.2,1990
,Adventure,6.4,1990
,Action,7.3,1990
,Comedy,6.7,1990
,Horror,5.9,1990
,Comedy,5.8,1990
,Comedy,7.1,1990
,Drama,6.6,1990
,Crime,7.5,1990
,Drama,6.4,1990
,Action,6.9,1990
,Action,6.5,1990
,Crime,6.2,1990
,Action,6.2,1990
,Crime,6.5,1990
,Comedy,5.5,1990
,Comedy,5.4,1990
,Crime,6.9,1990
,Comedy,6.3,1990
,Animation,6.9,1990
,Comedy,6.5,1990
,Action,5.9,1990
,Horror,6.9,1990
,Thriller,6.4,1990
,Comedy,6.7,1990
,Biography,6.3,1990
,Action,5.8,1990
,Comedy,7.2,1990
,Drama,6.7,1990
,Adventure,5.2,1990
,Action,6,1990
,Horror,5.1,1990
,Biography,7.2,1990
,Comedy,6.2,1990
,Action,7.2,1990
,Action,6,1990
,Action,6.9,1990
,Action,6.4,1990
,Action,6,1990
,Comedy,4.6,1990
,Drama,7.8,1990
,Action,5.8,1990
,Comedy,6.4,1990
,Action,5.9,1990
,Action,5.7,1990
,Drama,6.5,1990
,Biography,8.3,1990
,Comedy,6.8,1990
,Sci-Fi,6,1990
,Comedy,6.4,1990
,Comedy,6.5,1990
,Action,5.7,1990
,Biography,6.6,1990
,Action,5.6,1990
,Horror,4.9,1990
,Adventure,6.8,1990
,Action,6.1,1990
,Drama,6.3,1990
,Drama,6.6,1990
,Comedy,5.9,1990
,Drama,6.3,1990
,Comedy,4.7,1990
,Comedy,7.4,1990
,Comedy,6.3,1990
,Action,5.9,1990
,Comedy,6.2,1990
,Comedy,7.4,1990
,Drama,7.6,1990
,Comedy,7.5,1990
,Comedy,5.6,1990
,Drama,5.1,1990
,Comedy,7.2,1990
,Drama,6.1,1990
,Animation,6.9,1990
,Drama,6.1,1990
,Comedy,7.5,1990
,Animation,5.6,1990
,Adventure,6.6,1990
,Drama,7.2,1990
,Action,6.6,1990
,Comedy,5.7,1990
,Comedy,6.5,1990
,Drama,6,1990
,Drama,5.4,1990
,Comedy,4.8,1990
,Action,4.8,1990
,Comedy,6.4,1990
,Drama,7.4,1990
,Crime,6.6,1990
,Comedy,6.6,1990
,Comedy,5.5,1990
,Crime,5.7,1990
,Action,4.9,1990
,Action,5.4,1990
,Drama,7.7,1990
,Drama,6.5,1990
,Horror,6,1990
,Comedy,7.3,1990
,Comedy,5.4,1990
,Comedy,5.5,1990
,Action,5.6,1990
,Drama,7.3,1990
,Adventure,7.2,1990
,Horror,6.1,1990
,Drama,6.6,1990
,Comedy,7.4,1990
,Comedy,6,1990
,Comedy,6.7,1990
,Comedy,5.8,1990
,Drama,5.5,1990
,Comedy,6,1990
,Crime,6.6,1990
,Biography,7.5,1990
,Drama,6.4,1990
,Action,6.2,1990
,Comedy,6.7,1990
,Action,5.2,1990
,Comedy,4.4,1990
,Comedy,6.2,1990
,Drama,6.9,1990
,Drama,7.7,1990
,Adventure,5.3,1990
,Comedy,5.5,1990
,Comedy,5.6,1990
,Horror,4.7,1990
,Comedy,5.6,1990
,Adventure,7.6,1990
,Biography,6.9,1990
,Action,5.7,1990
,Drama,6.2,1990
,Drama,3.9,1990
,Action,4.9,1990
,Comedy,7.2,1990
,Drama,7.2,1990
,Comedy,6,1990
,Comedy,5.7,1990
,Action,6.8,1990
,Action,5.7,1990
,Comedy,6.4,1990
,Action,4,1990
,Fantasy,4.8,1990
,Drama,6.7,1990
,Drama,6.4,1990
,Drama,3.5,1990
,Comedy,5.7,1990
,Comedy,7.3,1990
,Action,5.8,1990
,Drama,7.7,1990
,Comedy,6,1990
,Comedy,4.9,1990
,Drama,4.5,1990
,Comedy,6.7,1990
,Comedy,5.4,1990
,Drama,5.4,1990
,Drama,4.3,1990
,Horror,4.4,1990
,Drama,5.6,1990
,Comedy,6.2,1990
,Crime,5.7,1990
,Drama,7,1990
,Action,7,1990
,Crime,5.8,1990
,Drama,7.6,1990
,Comedy,7.3,1990
,Comedy,6.5,1990
,Action,8.5,1991
,Action,7.3,1991
,Crime,8.6,1991
,Adventure,6.8,1991
,Crime,7.8,1991
,Crime,7.3,1991
,Comedy,5.9,1991
,Comedy,6.9,1991
,Adventure,7.5,1991
,Drama,7.6,1991
,Action,6.9,1991
,Biography,7.2,1991
,Animation,8,1991
,Drama,7.7,1991
,Drama,8,1991
,Action,6.5,1991
,Comedy,6.9,1991
,Action,6.7,1991
,Adventure,6.3,1991
,Comedy,6.5,1991
,Comedy,6.8,1991
,Comedy,6.3,1991
,Comedy,7.5,1991
,Comedy,5.6,1991
,Drama,6.3,1991
,Drama,7.6,1991
,Adventure,5.2,1991
,Action,7,1991
,Action,7.2,1991
,Drama,7,1991
,Comedy,5.9,1991
,Action,6.8,1991
,Action,5.8,1991
,Drama,6.7,1991
,Comedy,7.7,1991
,Comedy,5.1,1991
,Comedy,7,1991
,Drama,7,1991
,Action,6,1991
,Comedy,6.9,1991
,Action,5.6,1991
,Comedy,7.6,1991
,Drama,7.3,1991
,Drama,7.8,1991
,Action,6.7,1991
,Action,6.6,1991
,Comedy,6.4,1991
,Drama,6.7,1991
,Biography,6.8,1991
,Comedy,6.2,1991
,Comedy,7.6,1991
,Comedy,7.7,1991
,Horror,5.1,1991
,Fantasy,4.9,1991
,Comedy,6.5,1991
,Drama,7.6,1991
,Action,4.2,1991
,Action,6,1991
,Drama,7.2,1991
,Action,6.1,1991
,Drama,6.6,1991
,Action,6.1,1991
,Drama,6.4,1991
,Comedy,7.2,1991
,Action,5.8,1991
,Comedy,4.9,1991
,Action,6.4,1991
,Action,6.2,1991
,Comedy,6.7,1991
,Action,6.8,1991
,Crime,6.9,1991
,Action,6.1,1991
,Animation,7.6,1991
,Drama,7,1991
,Animation,6.5,1991
,Comedy,5.9,1991
,Comedy,6.7,1991
,Crime,6.9,1991
,Drama,6.3,1991
,Crime,7,1991
,Comedy,6.6,1991
,Comedy,5.9,1991
,Drama,6.3,1991
,Comedy,4.4,1991
,Animation,6.1,1991
,Comedy,6.2,1991
,Comedy,2.9,1991
,Drama,4,1991
,Comedy,5.8,1991
,Adventure,6.7,1991
,Action,6.8,1991
,Comedy,6.4,1991
,Comedy,6.5,1991
,Crime,6.5,1991
,Drama,8.1,1991
,Action,4.5,1991
,Comedy,5.8,1991
,Crime,6,1991
,Action,7.3,1991
,Action,5.8,1991
,Comedy,5.4,1991
,Drama,6.1,1991
,Comedy,7.4,1991
,Drama,5.6,1991
,Comedy,7,1991
,Comedy,6.2,1991
,Comedy,5.9,1991
,Drama,7.2,1991
,Horror,6,1991
,Comedy,7.1,1991
,Drama,6.6,1991
,Comedy,6.7,1991
,Comedy,5.6,1991
,Adventure,7.1,1991
,Crime,5.9,1991
,Drama,7.6,1991
,Drama,7,1991
,Drama,6.9,1991
,Comedy,5.8,1991
,Comedy,6,1991
,Comedy,5.8,1991
,Drama,7.6,1991
,Drama,6.7,1991
,Comedy,5.8,1991
,Comedy,5.6,1991
,Drama,6.4,1991
,Comedy,5.3,1991
,Drama,7.4,1991
,Comedy,7.5,1991
,Comedy,5.3,1991
,Crime,6.2,1991
,Action,6,1991
,Drama,6.4,1991
,Crime,6.5,1991
,Drama,6.8,1991
,Animation,6.8,1991
,Drama,6.6,1991
,Comedy,6.5,1991
,Adventure,6.2,1991
,Drama,6.9,1991
,Comedy,5.8,1991
,Action,5.9,1991
,Comedy,6.7,1991
,Mystery,5.7,1991
,Comedy,5.4,1991
,Comedy,6.4,1991
,Action,4.1,1991
,Action,4.8,1991
,Action,4.9,1991
,Comedy,5.9,1991
,Drama,7.2,1991
,Action,4.5,1991
,Action,5,1991
,Comedy,5.6,1991
,Drama,7.2,1991
,Drama,6.8,1991
,Drama,6.3,1991
,Biography,6.9,1991
,Crime,5.7,1991
,Drama,6.5,1991
,Horror,5.2,1991
,Drama,6.4,1991
,Biography,7.5,1991
,Action,5.4,1991
,Adventure,4.9,1991
,Comedy,5.9,1991
,Horror,5.6,1991
,Action,5.9,1991
,Action,5.6,1991
,Comedy,5.5,1991
,Comedy,6.2,1991
,Comedy,6,1991
,Comedy,7.3,1991
,Drama,5.3,1991
,Drama,6.6,1991
,Comedy,6.5,1991
,Comedy,6.9,1991
,Action,5.1,1991
,Action,6.2,1991
,Drama,6.7,1991
,Drama,6.6,1991
,Action,5.6,1991
,Drama,6,1991
,Crime,7.3,1991
,Comedy,7.1,1991
,Comedy,5.7,1991
,Mystery,5.9,1991
,Drama,6.7,1991
,Drama,7.1,1991
,Action,5.4,1991
,Drama,6,1991
,Drama,4.6,1991
,Biography,7.2,1991
,Drama,6.4,1991
,Action,7,1991
,Comedy,7.2,1991
,Comedy,6.4,1991
,Biography,7.1,1991
,Comedy,6.1,1991
,Mystery,5.6,1991
,Crime,8.3,1992
,Drama,7,1992
,Horror,6.6,1992
,Comedy,7.6,1992
,Action,7.7,1992
,Horror,7.4,1992
,Drama,8.2,1992
,Drama,7.7,1992
,Comedy,7.3,1992
,Action,6.3,1992
,Drama,8,1992
,Action,7,1992
,Comedy,6.6,1992
,Animation,8,1992
,Comedy,6.4,1992
,Action,6.5,1992
,Comedy,6.6,1992
,Adventure,6.6,1992
,Crime,7.3,1992
,Drama,7.4,1992
,Action,6.5,1992
,Action,6.9,1992
,Drama,6.4,1992
,Animation,4.9,1992
,Crime,7.7,1992
,Comedy,7,1992
,Comedy,7.5,1992
,Drama,7.2,1992
,Drama,7.3,1992
,Drama,7.5,1992
,Comedy,5.7,1992
,Action,6,1992
,Action,5.7,1992
,Fantasy,5.3,1992
,Biography,7.5,1992
,Biography,6.9,1992
,Adventure,6.8,1992
,Drama,6.6,1992
,Drama,6.9,1992
,Biography,7.7,1992
,Action,6.9,1992
,Comedy,7.5,1992
,Drama,5.4,1992
,Comedy,7.1,1992
,Horror,5.4,1992
,Comedy,7.5,1992
,Comedy,5.8,1992
,Comedy,6.8,1992
,Action,6.7,1992
,Biography,7.2,1992
,Action,6.9,1992
,Drama,7.2,1992
,Fantasy,4.9,1992
,Crime,7.1,1992
,Comedy,6.7,1992
,Animation,6.5,1992
,Comedy,6.1,1992
,Drama,6.9,1992
,Biography,6.6,1992
,Action,7.1,1992
,Drama,6.8,1992
,Drama,6.3,1992
,Comedy,7.5,1992
,Action,5.3,1992
,Horror,5.5,1992
,Drama,4.5,1992
,Adventure,4.9,1992
,Adventure,5.8,1992
,Comedy,6.9,1992
,Action,5.9,1992
,Comedy,6.4,1992
,Horror,4.3,1992
,Comedy,5.5,1992
,Drama,7,1992
,Comedy,7.2,1992
,Crime,6.1,1992
,Biography,7.2,1992
,Action,6.5,1992
,Action,6.2,1992
,Animation,5.4,1992
,Adventure,5.1,1992
,Crime,6.8,1992
,Adventure,6.5,1992
,Drama,7,1992
,Comedy,5.5,1992
,Drama,7.2,1992
,Comedy,5.2,1992
,Action,5.1,1992
,Adventure,6,1992
,Comedy,5.8,1992
,Crime,6.8,1992
,Action,4.3,1992
,Action,6.2,1992
,Crime,6.3,1992
,Biography,7.3,1992
,Drama,5.9,1992
,Crime,7.1,1992
,Adventure,6.2,1992
,Crime,5.7,1992
,Action,5.9,1992
,Comedy,5.9,1992
,Adventure,5.4,1992
,Action,6.9,1992
,Crime,6.3,1992
,Animation,5.8,1992
,Comedy,6,1992
,Comedy,7,1992
,Action,5.4,1992
,Drama,7.1,1992
,Comedy,6.1,1992
,Comedy,7.5,1992
,Comedy,6.1,1992
,Drama,7,1992
,Drama,7.1,1992
,Action,5.4,1992
,Action,5.9,1992
,Drama,6.4,1992
,Action,5.5,1992
,Comedy,7.5,1992
,Action,6.3,1992
,Comedy,5.7,1992
,Action,6.3,1992
,Action,6.4,1992
,Comedy,6.5,1992
,Crime,6.8,1992
,Comedy,7.7,1992
,Drama,7.6,1992
,Drama,6,1992
,Comedy,6,1992
,Romance,4.2,1992
,Action,6,1992
,Crime,5.8,1992
,Drama,6.6,1992
,Comedy,5.9,1992
,Action,6,1992
,Comedy,7.1,1992
,Crime,6.7,1992
,Crime,6.1,1992
,Crime,6.8,1992
,Drama,7.2,1992
,Comedy,7,1992
,Drama,6.3,1992
,Drama,7.5,1992
,Comedy,7.1,1992
,Crime,5.6,1992
,Crime,6.6,1992
,Drama,7.4,1992
,Drama,6.6,1992
,Drama,6.6,1992
,Crime,6.7,1992
,Biography,5.9,1992
,Drama,6.6,1992
,Adventure,4.5,1992
,Drama,5.1,1992
,Comedy,5.6,1992
,Biography,7.8,1992
,Crime,6.5,1992
,Comedy,6.1,1992
,Drama,6.4,1992
,Adventure,7,1992
,Drama,6.3,1992
,Drama,6.5,1992
,Comedy,5.8,1992
,Crime,7.6,1992
,Drama,6.6,1992
,Comedy,5.9,1992
,Action,6.5,1992
,Action,3.7,1992
,Comedy,6.5,1992
,Crime,7.2,1992
,Crime,5.5,1992
,Comedy,5.7,1992
,Comedy,7.5,1992
,Comedy,5.8,1992
,Drama,5.6,1992
,Drama,6.3,1992
,Comedy,7.4,1992
,Drama,7.3,1992
,Comedy,4.7,1992
,Crime,6.8,1992
,Comedy,7.1,1992
,Comedy,5.3,1992
,Action,6.4,1992
,Crime,5.2,1992
